epoch,acc,loss,lr,val_acc,val_loss
0,0.17438338381652965,3.009237387437214,0.001,0.1167315220515861,14.182000259171819
1,0.22630895720008956,2.7237931587437125,0.001,0.12191958972838757,13.542922488755599
2,0.26698398961488534,2.442889020949512,0.001,0.16342413060164174,10.25689849160834
3,0.3145824318605808,2.247392565901792,0.001,0.21919585731552113,9.188973592258458
4,0.37170056254638834,1.9901668193896371,0.001,0.12321660699547497,9.610545897892592
5,0.4210298572433609,1.8699394653803958,0.001,0.04798962601041361,13.652598770675956
6,0.44050194720900043,1.7339005589949419,0.001,0.12321660691816674,10.902752780419535
7,0.5023799221245359,1.5492470516419834,0.001,0.27756161773251187,8.2963168233749
8,0.5607961922019965,1.3928483793715902,0.001,0.12840467445967882,8.624387484116314
9,0.5906533968108189,1.2681625836961252,0.001,0.12451362337351773,11.930932771525649
10,0.6179143228426686,1.16973539741975,0.001,0.2892347690003082,7.681133236595938
11,0.6655127650754682,1.0534283473655703,0.001,0.3203631739788018,4.59336176153572
12,0.6763305928169624,0.9858363088154266,0.001,0.25551232923638806,7.135179868004202
13,0.7157074859884073,0.8608196739354004,0.001,0.46692608333592595,3.159833044026303
14,0.7416702726608435,0.7913095610371816,0.001,0.328145275146117,5.295943601044854
15,0.7330160104366981,0.802474723085084,0.001,0.32036317430736183,7.067847002534396
16,0.7537862397488553,0.7351579801028345,0.001,0.33592737801421324,6.496048289205004
17,0.7767200346944241,0.6653500677754176,0.001,0.3411154445507183,4.686534695858776
18,0.7892687148936431,0.6490612921132922,0.001,0.4137483909436237,3.716751383871188
19,0.820424058861879,0.5437952497726599,0.001,0.6394293270377024,1.8299601983795988
20,0.8377325833230657,0.5121805303698234,0.001,0.6498054623913053,1.4581488892460186
21,0.8498485504368691,0.45786829914999233,0.001,0.49027238855797955,2.276923112638884
22,0.860233665157427,0.4360252735626125,0.001,0.5888456696820785,2.209885194329919
23,0.8338381653222002,0.5025233034703804,0.001,0.37354086637110406,5.483036120104496
24,0.8623972306360883,0.4208555249541624,0.001,0.6848249160980591,1.358320559464338
25,0.8870618780264861,0.3401131254416531,0.001,0.5512321803201806,2.1549750183263234
26,0.8961488533102553,0.319690667463556,0.001,0.7198443714282856,1.1291050731932974
27,0.8918217221981826,0.3256285077227704,0.001,0.5642023499760337,2.3549352515435715
28,0.9056685417826069,0.2943756823762058,0.001,0.47470818376881296,3.579045395505761
29,0.9290350497620078,0.22047355166893923,0.001,0.6640726482899117,1.461568466942134
30,0.9022068369187405,0.28902200919268506,0.001,0.4617380150599857,3.9948472584351347
31,0.9130246646989222,0.2564948666719893,0.001,0.6861219330172594,1.5166157067673312
32,0.9117265253395087,0.27042381580852937,0.001,0.8067444983855295,0.8136439390792167
33,0.9454781480136757,0.17947197534314796,0.001,0.648508444795658,1.850952092245289
34,0.9138900909213368,0.25280759975230316,0.001,0.4176394422423824,5.23867432315062
35,0.9212462137860686,0.21933496808242303,0.001,0.649805462256016,1.524626228678126
36,0.9307659022326286,0.20996970027904394,0.001,0.7289234899979775,1.0845330640128252
37,0.9446127217654695,0.16366913058395666,0.001,0.8391699179833038,0.6938062890475959
38,0.9610558200171374,0.12866850579677336,0.001,0.6433203786070399,1.9878468112746153
39,0.9472090004327132,0.1571513563007671,0.001,0.6277561748228803,2.019170404562845
40,0.9286023366765922,0.20466932926483353,0.001,0.6485084449309474,1.877954880928925
41,0.9433145824318477,0.17699616778624208,0.001,0.7561608424601078,1.1172208178144762
42,0.9519688446817848,0.14302030505555266,0.001,0.7717250433258819,1.1424183464911373
43,0.9627866724619665,0.1198049454346512,0.001,0.7548638245938817,1.1353970244782985
44,0.9545651233232367,0.13277203630622153,0.001,0.6731517654487286,1.92069519205374
45,0.9480744266551276,0.15631016005557602,0.001,0.6472114301763775,1.9444875032260491
46,0.9627866724361748,0.11266958369534545,0.001,0.730220506240731,1.397244227528886
47,0.9649502380180028,0.11471830471569922,0.001,0.5045395729104214,3.1762533155976564
48,0.9402855906533968,0.18034548945733023,0.001,0.6303502087385893,2.1836895815669966
49,0.9489398528775422,0.1456019605575625,0.001,0.7094682376981555,1.5697278811758801
50,0.9424491562094331,0.1750673845052487,0.001,0.6731517650428603,1.865279392399422
51,0.9692773691042839,0.10577229665747868,0.001,0.5499351638068485,2.8793137475285033
52,0.9653829511292101,0.10329040811142845,0.001,0.6977950865656485,1.4516026939074576
53,0.9519688446559931,0.14850109094558006,0.001,0.7003891191284635,1.67657470451341
54,0.9679792297964538,0.09614868752887269,0.001,0.8184176493054389,0.9311631274891146
55,0.9649502380180028,0.10715002581083842,0.001,0.7483787417566421,1.2936888837345226
56,0.9472090004585049,0.1591658196837187,0.001,0.4734111669269208,3.3936857886557643
57,0.9376893119861531,0.18852972918222705,0.001,0.41504540846196286,4.149545456300913
58,0.9575941151016876,0.12864320833930742,0.001,0.713359287238152,1.5281183927449193
59,0.9636520986585894,0.10041953302832818,0.001,0.7522697930554008,1.3149436546010045
60,0.9701427953782819,0.08693182274976471,0.001,0.5447470957241788,3.4354091019015733
61,0.9545651234006118,0.14607133175686085,0.001,0.656290545228545,2.1506805508841675
62,0.9428818693464321,0.18111300028696148,0.001,0.6913100008293503,1.7262333004352493
63,0.9562959757680658,0.13899806732322323,0.001,0.8404669353083724,0.905692824004483
64,0.9744699264387711,0.0815373737224362,0.001,0.8184176499818859,0.7988696840976698
65,0.9787970575766355,0.06828105227867796,0.001,0.7081712201025081,1.5572226775859044
66,0.9649502380695864,0.11083791338226487,0.001,0.8495460527957491,0.7415369799800097
67,0.9541324102636128,0.14103960910306665,0.001,0.795071347059752,1.079203890489493
68,0.9593249675465166,0.1280094959625224,0.001,0.7717250444081971,0.9386371384468715
69,0.975768065772393,0.07549143283801618,0.001,0.7522697926495325,1.236617274425165
70,0.9753353526869774,0.06925661611072123,0.001,0.8054474818721974,0.8626408755592262
71,0.9809606231068801,0.055665894875352076,0.001,0.7263294556184192,1.4069308425054763
72,0.9913457378274381,0.03539073841073254,0.001,0.8677042877705026,0.6298280582633514
73,0.9545651233748201,0.1450973337396096,0.001,0.521400792802045,3.8264749441513293
74,0.9446127217654695,0.18959637277379587,0.001,0.6601815961214355,2.319432134303998
75,0.9852877542189529,0.05358731158118822,0.001,0.85084306957966,0.7299885846076403
76,0.988749459108611,0.03692764862050024,0.001,0.8197146670363756,0.8922726888712085
77,0.9943747295800972,0.02478551328478825,0.001,0.8508430693090813,0.6674196759953821
78,0.9805279099956729,0.07534343249630787,0.001,0.7769131118144197,1.2015317045559868
79,0.9749026395499784,0.07707383959021778,0.001,0.6640726480966412,1.823187964483999
80,0.9744699264903545,0.07320469721655266,0.001,0.8015564317910433,1.011441264591879
81,0.9861531804413673,0.04283958686856623,1e-04,0.8560311369858827,0.6407637900418471
82,0.9948074426655128,0.015429331520866492,1e-04,0.8871595397997459,0.49216476037118995
83,0.9978364344697553,0.014409382358896222,1e-04,0.9014267244227665,0.4479720870326172
84,0.9969710082215492,0.014231676368380537,1e-04,0.9118028586940543,0.41739130135913316
85,0.9991345737775854,0.008184811253502016,1e-04,0.9143968922618763,0.4114673829136984
86,0.997836434495547,0.012361906933925049,1e-04,0.9079118083423213,0.4098648624862575
87,0.9969710082215492,0.012641242885424533,1e-04,0.8988326908549447,0.4365721100679671
88,0.9978364344439636,0.008742782778551134,1e-04,0.9092088251262324,0.41526369883874353
89,0.9982691475809626,0.008722515657466762,1e-04,0.9130998754779652,0.39609975160893446
90,0.9987018606663782,0.007110306652394183,1e-04,0.9169909258296981,0.3958024569748035
91,0.9995672868887927,0.006538277602750906,1e-04,0.9143968922618763,0.3990825700756881
92,0.9982691475551709,0.00789113458582897,1e-04,0.9105058419101433,0.4225389105444626
93,0.9991345737775854,0.005341110215250327,1e-04,0.9156939090457872,0.4456948830019665
94,0.9969710082989243,0.0110596422696819,1e-04,0.9130998754779652,0.42166812958832767
95,1.0,0.007015006403375879,1e-04,0.9079118083423213,0.43896194857947296
96,0.9987018606921699,0.007594158146764127,1e-04,0.9156939090457872,0.4177153260587164
97,0.9982691475551709,0.008577373650123267,1e-04,0.8949416405032117,0.45489668529208643
98,0.9991345737775854,0.006233501343974583,1e-04,0.9027237412066775,0.434116971958557
99,0.997836434495547,0.0067364478472512245,1e-04,0.9066147915584104,0.4430206031273083
100,0.9982691475551709,0.007594737026007054,1e-04,0.8949416402326329,0.46272618874767035
101,0.9995672868887927,0.004817533446490976,1e-04,0.9014267241521877,0.4486804116159796
102,0.9991345737775854,0.0049861512119977625,1e-04,0.9014267244227665,0.4282289211966383
103,0.9991345737775854,0.005292291600762515,1e-04,0.9066147912878316,0.4201718352179636
104,1.0,0.0023146597779856062,1e-04,0.9092088248556536,0.4077043065989707
105,0.9978364344439636,0.006890960550318544,1e-04,0.9130998754779652,0.42524379175356136
106,0.9995672868887927,0.0036342639846010725,1e-04,0.9130998754779652,0.385981869626407
107,0.9987018606921699,0.0048473192185843755,1e-04,0.9156939090457872,0.3977823737594258
108,0.9991345737775854,0.005711919233588904,1e-04,0.9143968922618763,0.42144044447260126
109,1.0,0.0034861379254275664,1e-04,0.9182879426136091,0.41130815538042204
110,0.9995672868887927,0.004208865210378469,1e-04,0.9143968919912974,0.418433790891382
111,0.9995672868887927,0.004280709891653793,1e-04,0.9195849591269413,0.4017702434423029
112,0.9995672868887927,0.0030600126732579238,1e-04,0.9234760097492529,0.39218492739203964
113,0.9991345737775854,0.0031534949651456264,1e-04,0.9182879426136091,0.41153060480869635
114,0.9995672868887927,0.0032660756518073744,1e-04,0.9195849591269413,0.4043998619131827
115,0.9995672869145844,0.003180418123439928,1e-04,0.9156939087752084,0.4118592513571368
116,0.9987018606663782,0.004308395267857947,1e-04,0.9156939090457872,0.4234340669080706
117,1.0,0.003986383874327176,1e-04,0.9182879423430304,0.40631560774080877
118,0.9991345737775854,0.003749806746539842,1e-04,0.9156939087752084,0.4032178126703453
119,1.0,0.002439210470947177,1e-04,0.9130998752073864,0.42637807240173836
